id,citekey,doi,arxiv_id,title,authors,n_authors,year,venue,venue_short,venue_tier,cited_by_count,categories,n_categories,arxiv_categories,status,reason,priority,sources,discovered_via,snowball_depth,first_seen,url,pdf_url,abstract
arxiv:2511.14038,chen2025new,,2511.14038,New Algebrization Barriers to Circuit Lower Bounds via Communication Complexity of Missing-String,Lijie Chen; Yang Hu; Hanlin Ren,3,2025,arXiv,arXiv,other,0,circuit-complexity; communication-complexity; structural,3,cs.CC,candidate,,,arxiv,arxiv:circuit lower bound,0,2026-08-10,http://arxiv.org/abs/2511.14038v1,https://arxiv.org/pdf/2511.14038v1,"The *algebrization barrier*, proposed by Aaronson and Wigderson (STOC '08, ToCT '09), captures the limitations of many complexity-theoretic techniques based on arithmetization. Notably, several circuit lower bounds that overcome the relativization barrier (Buhrman--Fortnow--Thierauf, CCC '98; Vinodchandran, TCS '05; Santhanam, STOC '07, SICOMP '09) remain subject to the algebrization barrier. In this work, we establish several new algebrization barriers to circuit lower bounds by studying the communication complexity of the following problem, called XOR-Missing-String: For $m < 2^{n/2}$, Alice gets a list of $m$ strings $x_1, \dots, x_m\in\{0, 1\}^n$, Bob gets a list of $m$ strings $y_1, \dots, y_m\in\{0, 1\}^n$, and the goal is to output a string $s\in\{0, 1\}^n$ that is not equal to $x_i\oplus y_j$ for any $i, j\in [m]$. 1. We construct an oracle $A_1$ and its multilinear extension $\widetilde{A_1}$ such that ${\sf PostBPE}^{\widetilde{A_1}}$ has linear-size $A_1$-oracle circuits on infinitely many input lengths. 2. We construct an oracle $A_2$ and its multilinear extension $\widetilde{A_2}$ such that ${\sf BPE}^{\widetilde{A_2}}$ has linear-size $A_2$-oracle circuits on all input lengths. 3. Finally, we study algebrization barriers to circuit lower bounds for $\sf MA_E$. Buhrman, Fortnow, and Thierauf proved a *sub-half-exponential* circuit lower bound for $\sf MA_E$ via algebrizing techniques. Toward understanding whether the half-exponential bound can be improved, we define a natural subclass of $\sf MA_E$ that includes their hard $\sf MA_E$ language, and prove the following result: For every *super-half-exponential* function $h(n)$, we construct an oracle $A_3$ and its multilinear extension $\widetilde{A_3}$ such that this natural subclass of ${\sf MA}_{\sf E}^{\widetilde{A_3}}$ has $h(n)$-size $A_3$-oracle circuits on all input lengths."
arxiv:2504.19966,parham2025quantum,10.1145/3798129.3800788,2504.19966,Quantum circuit lower bounds in the magic hierarchy,Natalie Parham,1,2025,STOC '26: 58th Annual ACM Symposium on Theory of Computing,STOC,target,0,circuit-complexity; quantum-complexity,2,quant-ph; cs.CC,included,proves quantum circuit lower bounds in a new hierarchy; resource bound on circuit depth and magic,3,arxiv; crossref,arxiv:circuit lower bound,0,2026-08-10,http://arxiv.org/abs/2504.19966v3,https://arxiv.org/pdf/2504.19966v3,"We introduce the magic hierarchy, a quantum circuit model that alternates between arbitrary-sized Clifford circuits and constant-depth circuits with two-qubit gates ($\textsf{QNC}^0$). This model unifies existing circuit models, such as $\textsf{QAC}^0_f$ and models with adaptive intermediate measurements. Despite its generality, we are able to prove nontrivial lower bounds. We prove new lower bounds in the first level of the hierarchy, showing that certain explicit quantum states cannot be approximately prepared by circuits consisting of a Clifford circuit followed by $\textsf{QNC}^0$. These states include ground states of some topologically ordered Hamiltonians and nonstabilizer quantum codes. Our techniques exploit the rigid structure of stabilizer codes and introduce an infectiousness property: if even a single state in a high distance code can be approximately prepared by one of these circuits, then the entire subspace must lie close to a perturbed stabilizer code. We also show that proving state preparation lower bounds beyond a certain level of the hierarchy would imply classical circuit lower bounds beyond the reach of current techniques in complexity theory. More broadly, our techniques go beyond lightcone-based methods and highlight how the magic hierarchy provides a natural framework for connecting circuit complexity, condensed matter, and Hamiltonian complexity."
arxiv:2511.16903,carmosino2025simple,,2511.16903,Simple Circuit Extensions for XOR in PTIME,Marco Carmosino; Ngu Dang; Tim Jackman,3,2025,arXiv,arXiv,other,0,circuit-complexity; fine-grained; meta-complexity; parameterized,4,cs.CC,candidate,,,arxiv,arxiv:minimum circuit size problem,0,2026-08-10,http://arxiv.org/abs/2511.16903v1,https://arxiv.org/pdf/2511.16903v1,"The Minimum Circuit Size Problem for Partial Functions ($MCSP^*$) is hard assuming the Exponential Time Hypothesis (ETH) (Ilango, 2020). This breakthrough hardness result leveraged a characterization of the optimal $\{\land, \lor, \neg\}$ circuits for $n$-bit $OR$ ($OR_n$) and a reduction from the partial $f$-Simple Extension Problem where $f = OR_n$. It remains open to extend that reduction to show ETH-hardness of total $MCSP$. However, Ilango observed that the total $f$-Simple Extension Problem is easy whenever $f$ is computed by read-once formulas (like $OR_n$). Therefore, extending Ilango's proof to total $MCSP$ would require one to replace $OR_n$ with a slightly more complex but similarly well-understood Boolean function. This work shows that the $f$-Simple Extension problem remains easy when $f$ is the next natural candidate: $XOR_n$. We first develop a fixed-parameter tractable algorithm for the $f$-Simple Extension Problem that is efficient whenever the optimal circuits for $f$ are (1) linear in size, (2) polynomially ""few"" and efficiently enumerable in the truth-table size (up to isomorphism and permutation of inputs), and (3) all have constant bounded fan-out. $XOR_n$ satisfies all three of these conditions. When $\neg$ gates count towards circuit size, optimal $XOR_n$ circuits are binary trees of $n-1$ subcircuits computing $(\neg)XOR_2$ (Kombarov, 2011). We extend this characterization when $\neg$ gates do not contribute the circuit size. Thus, the $XOR$-Simple Extension Problem is in polynomial time under both measures of circuit complexity."
arxiv:2503.24061,atserias2025simple,,2503.24061,Simple general magnification of circuit lower bounds,Albert Atserias; Moritz Müller,2,2025,arXiv,arXiv,other,0,circuit-complexity; meta-complexity,2,cs.CC,candidate,,,arxiv,arxiv:minimum circuit size problem,0,2026-08-10,http://arxiv.org/abs/2503.24061v2,https://arxiv.org/pdf/2503.24061v2,"We introduce a technically and conceptually simple approach to magnification of circuit and formula lower bounds. Central to the method are so-called distinguishers, sparse matrices that retain some of the key properties of error-correcting codes. As applications, we generalize and strengthen known general (not problem specific) magnification results and in particular achieve magnification thresholds below known lower bounds. For example, we show that fixed-polynomial formula-size lower bounds for NP are implied by slightly superlinear formula-size lower bounds for approximating any sufficiently sparse problem in NP. We also show that the thresholds achieved are sharp. Additionally, our approach yields a uniform magnification result for the Minimum Circuit Size Problem (MCSP). This seems to sidestep the localization barrier."
arxiv:2512.01138,,,2512.01138,Total Search Problems in $\mathsf{ZPP}$,Noah Fleming; Stefan Grosser; Siddhartha Jain; Jiawei Li; Hanlin Ren; Morgan Shirley; Weiqiang Yuan,7,2025,arXiv,arXiv,other,0,circuit-complexity; derandomization; proof-complexity; space-complexity; total-search,5,cs.CC,candidate,,,arxiv,snowball:forward:li2023symmetric,1,2026-08-10,http://arxiv.org/abs/2512.01138v1,https://arxiv.org/pdf/2512.01138v1,"We initiate a systematic study of ${\sf TFZPP}$, the class of total ${\sf NP}$ search problems solvable by polynomial time randomized algorithms. ${\sf TFZPP}$ contains a variety of important search problems such as $\text{Bertrand-Chebyshev}$ (finding a prime between $N$ and $2N$), refuter problems for many circuit lower bounds, and $\text{Lossy-Code}$. The $\text{Lossy-Code}$ problem has found prominence due to its fundamental connections to derandomization, catalytic computing, and the metamathematics of complexity theory, among other areas. While ${\sf TFZPP}$ collapses to ${\sf FP}$ under standard derandomization assumptions in the white-box setting, we are able to separate ${\sf TFZPP}$ from the major ${\sf TFNP}$ subclasses in the black-box setting. In fact, we are able to separate it from every uniform ${\sf TFNP}$ class assuming that ${\sf NP}$ is not in quasi-polynomial time. To do so, we extend the connection between proof complexity and black-box ${\sf TFNP}$ to randomized proof systems and randomized reductions. Next, we turn to developing a taxonomy of ${\sf TFZPP}$ problems. We highlight a problem called $\text{Nephew}$, originating from an infinity axiom in set theory. We show that $\text{Nephew}$ is in $\mathsf{PWPP}\cap \mathsf{TFZPP}$ and conjecture that it is not reducible to $\text{Lossy-Code}$. Intriguingly, except for some artificial examples, most other black-box ${\sf TFZPP}$ problems that we are aware of reduce to $\text{Lossy-Code}$."
doi:10.1103/physrevlett.133.230401,,10.1103/physrevlett.133.230401,,Approximating Many-Body Quantum States with Quantum Circuits and Measurements,Lorenzo Piroli; Georgios Styliaris; J. Ignacio Cirac,3,2024,Physical Review Letters,,unknown,40,circuit-complexity,1,,candidate,,,crossref,snowball:backward:parham2025quantum,1,2026-08-10,https://doi.org/10.1103/physrevlett.133.230401,,"We introduce protocols to prepare many-body quantum states with quantum circuits assisted by local operations and classical communication. We show that by lifting the requirement of exact preparation, one can substantially save resources. In particular, the so-called W and, more generally, Dicke states require a circuit depth and number of ancillas per site that are independent of the system size. As a by-product of our work, we introduce an efficient scheme to implement certain nonlocal, non-Clifford unitary operators. We also discuss how similar ideas may be applied in the preparation of eigenstates of well-known spin models, both free and interacting. Published by the American Physical Society 2024"
doi:10.1103/prxquantum.5.030344,,10.1103/prxquantum.5.030344,,Constant-Depth Preparation of Matrix Product States with Adaptive Quantum Circuits,Kevin C. Smith; Abid Khan; Bryan K. Clark; S.M. Girvin; Tzu-Chieh Wei,5,2024,PRX Quantum,,unknown,51,circuit-complexity; quantum-complexity,2,,candidate,,,crossref,snowball:backward:parham2025quantum,1,2026-08-10,https://doi.org/10.1103/prxquantum.5.030344,,"Adaptive quantum circuits, which combine local unitary gates, midcircuit measurements, and feedforward operations, have recently emerged as a promising avenue for efficient state preparation, particularly on near-term quantum devices limited to shallow-depth circuits. Matrix product states (MPS) comprise a significant class of many-body entangled states, efficiently describing the ground states of one-dimensional gapped local Hamiltonians and finding applications in a number of recent quantum algorithms. Recently, it has been shown that the Affleck-Kennedy-Lieb-Tasaki state—a paradigmatic example of an MPS—can be exactly prepared with an adaptive quantum circuit of constant depth, an impossible feat with local unitary gates alone due to its nonzero correlation length [Smith , PRX Quantum 4, 020315 (2023)]. In this work, we broaden the scope of this approach and demonstrate that a diverse class of MPS can be exactly prepared using constant-depth adaptive quantum circuits, outperforming theoretically optimal preparation with unitary circuits. We show that this class includes short- and long-ranged entangled MPS, symmetry-protected topological (SPT) and symmetry-broken states, MPS with finite Abelian, non-Abelian, and continuous symmetries, resource states for MBQC, and families of states with tunable correlation length. Moreover, we illustrate the utility of our framework for designing constant-depth sampling protocols, such as for random MPS or for generating MPS in a particular SPT phase. We present sufficient conditions for particular MPS to be preparable in constant time, with global on-site symmetry playing a pivotal role. Altogether, this work demonstrates the immense promise of adaptive quantum circuits for efficiently preparing many-body entangled states and provides explicit algorithms that outperform known protocols to prepare an essential class of states. Published by the American Physical Society 2024"
arxiv:2410.12251,baraskar2024hardness,,2410.12251,NP-hardness of testing equivalence to sparse polynomials and to constant-support polynomials,Omkar Baraskar; Agrim Dewan; Chandan Saha; Pulkit Sinha,4,2024,arXiv,arXiv,other,0,algebraic-complexity; circuit-complexity; meta-complexity,3,cs.CC,candidate,,,arxiv,arxiv:minimum circuit size problem,0,2026-08-10,http://arxiv.org/abs/2410.12251v1,https://arxiv.org/pdf/2410.12251v1,"An $s$-sparse polynomial has at most $s$ monomials with nonzero coefficients. The Equivalence Testing problem for sparse polynomials (ETsparse) asks to decide if a given polynomial $f$ is equivalent to (i.e., in the orbit of) some $s$-sparse polynomial. In other words, given $f \in \mathbb{F}[\mathbf{x}]$ and $s \in \mathbb{N}$, ETsparse asks to check if there exist $A \in \mathrm{GL}(|\mathbf{x}|, \mathbb{F})$ and $\mathbf{b} \in \mathbb{F}^{|\mathbf{x}|}$ such that $f(A\mathbf{x} + \mathbf{b})$ is $s$-sparse. We show that ETsparse is NP-hard over any field $\mathbb{F}$, if $f$ is given in the sparse representation, i.e., as a list of nonzero coefficients and exponent vectors. This answers a question posed in [Gupta-Saha-Thankey, SODA'23] and [Baraskar-Dewan-Saha, STACS'24]. The result implies that the Minimum Circuit Size Problem (MCSP) is NP-hard for a dense subclass of depth-$3$ arithmetic circuits if the input is given in sparse representation. We also show that approximating the smallest $s_0$ such that a given $s$-sparse polynomial $f$ is in the orbit of some $s_0$-sparse polynomial to within a factor of $s^{\frac{1}{3} - ε}$ is NP-hard for any $ε> 0$; observe that $s$-factor approximation is trivial as the input is $s$-sparse. Finally, we show that for any constant $σ\geq 5$, checking if a polynomial (given in sparse representation) is in the orbit of some support-$σ$ polynomial is NP-hard. Support of a polynomial $f$ is the maximum number of variables present in any monomial of $f$. These results are obtained via direct reductions from the $3$-SAT problem."
arxiv:2405.10242,chia2024quantum,,2405.10242,Quantum State Learning Implies Circuit Lower Bounds,Nai-Hui Chia; Daniel Liang; Fang Song,3,2024,arXiv,arXiv,other,0,circuit-complexity; meta-complexity,2,quant-ph,candidate,,,arxiv,arxiv:circuit lower bound,0,2026-08-10,http://arxiv.org/abs/2405.10242v2,https://arxiv.org/pdf/2405.10242v2,"We establish connections between state tomography, pseudorandomness, quantum state synthesis, and circuit lower bounds. In particular, let $\mathfrak{C}$ be a family of non-uniform quantum circuits of polynomial size and suppose that there exists an algorithm that, given copies of $|ψ\rangle$, distinguishes whether $|ψ\rangle$ is produced by $\mathfrak{C}$ or is Haar random, promised one of these is the case. For arbitrary fixed constant $c$, we show that if the algorithm uses at most $O(2^{n^c})$ time and $2^{n^{0.99}}$ samples then $\mathsf{stateBQE} \not\subset \mathsf{state}\mathfrak{C}$. Here $\mathsf{stateBQE} := \mathsf{stateBQTIME}[2^{O(n)}]$ and $\mathsf{state}\mathfrak{C}$ are state synthesis complexity classes as introduced by Rosenthal and Yuen (ITCS 2022), which capture problems with classical inputs but quantum output. Note that efficient tomography implies a similarly efficient distinguishing algorithm against Haar random states, even for nearly exponential-time algorithms. Because every state produced by a polynomial-size circuit can be learned with $2^{O(n)}$ samples and time, or $O(n^{ω(1)})$ samples and $2^{O(n^{ω(1)})}$ time, we show that even slightly non-trivial quantum state tomography algorithms would lead to new statements about quantum state synthesis. Finally, a slight modification of our proof shows that distinguishing algorithms for quantum states can imply circuit lower bounds for decision problems as well. This help sheds light on why time-efficient tomography algorithms for non-uniform quantum circuit classes has only had limited and partial progress. Our work parallels results by Arunachalam et al. (FOCS 2021) that revealed a similar connection between quantum learning of Boolean functions and circuit lower bounds for classical circuit classes, but modified for the purposes of state tomography and state synthesis."
doi:10.22331/q-2024-12-09-1552,,10.22331/q-2024-12-09-1552,,State preparation by shallow circuits using feed forward,Harry Buhrman; Marten Folkertsma; Bruno Loff; Niels M. P. Neumann,4,2024,Quantum,,unknown,35,circuit-complexity,1,,candidate,,,crossref,snowball:backward:parham2025quantum,1,2026-08-10,https://doi.org/10.22331/q-2024-12-09-1552,,"Fault tolerant quantum computers repetitively apply a four-step procedure: First, perform a few one and two-qubit quantum gates. Second, perform a syndrome measurement on a subset of the qubits. Third, perform fast classical computations to establish if and where errors occurred. And, fourth, correct the errors with a correction step. The next iteration applies the same procedure with new one and two-qubit gates. Even though current error-rates prohibit this procedure to work and fault tolerant quantum computing remains a distant goal, the same procedure can already prove useful today. In this work we make use of this four-step scheme not to carry out fault-tolerant computations, but to enhance short, c o n s t a n t -depth, quantum circuits that perform 1 qubit gates and n e a r e s t &#x2212; n e i g h b o r 2 qubit gates.We introduce a new computational model called Local Alternating Quantum Classical Computations (LAQCC) . In this model, qubits are placed in a grid and they can only interact with their direct neighbors; the quantum circuits are of constant depth with intermediate measurements; a classical controller can perform log-depth computations on these intermediate measurement outcomes and control future quantum operations based on the outcome. This model fits naturally between quantum algorithms in the NISQ era and full-fledged fault-tolerant quantum computation. We first prove that any Clifford circuit has an equivalent LAQCC circuit, and that any LAQCC circuit can be simulated by a Q N C 1 circuit. Next, we conjecture the non-simulatability of LAQCC by showing that LAQCC contains the class of Instantaneous Quantum Polynomial-time circuits. We also show that any LAQCC circuit with polynomial-sized quantum circuits and unbounded classical computations is contained in the class of quantum circuits equipped with post-selection gates with respect to the task of state preparation. We continue by presenting LAQCC implementations of different subroutines, including OR-gates, quantum Fourier transforms and Threshold gates. These subroutines prove vital in constructing three state preparation routines in the main part of this work. Preparing a uniform superposition uses constant-depth arithmetic gates, combined with an exact Grover implementation by Long. For the W -state, we employ a compress-uncompress method to switch between a binary and one-hot encoding. This method extends to the more generalized Dicke-states, the superposition of n -bit strings of Hamming weight k , for k = O ( n ) , but fails for higher k due to the birthday paradox. We extend this protocol to a protocol that prepares many-body scar states, highly excited states with low entanglement and longer coherence times than states with the same energy density. We present a circuit for preparing Dicke-states for larger k requiring log-depth circuits that maps between the factoradic number system and the combinatorial number system."
arxiv:2310.14464,chia2023cryptographic,10.1145/3773903,2310.14464,A Cryptographic Perspective on the Verifiability of Quantum Advantage,Nai-Hui Chia; Honghao Fu; Fang Song; Penghui Yao,4,2023,ACM Transactions on Quantum Computing,ACM-TQC,other,0,circuit-complexity; meta-complexity; quantum-complexity,3,quant-ph; cs.CR,candidate,,,arxiv; crossref,arxiv:minimum circuit size problem,0,2026-08-10,http://arxiv.org/abs/2310.14464v2,https://arxiv.org/pdf/2310.14464v2,"In recent years, achieving verifiable quantum advantage on a NISQ device has emerged as an important open problem in quantum information. The sampling-based quantum advantages are not known to have efficient verification methods. This paper investigates the verification of quantum advantage from a cryptographic perspective. We establish a strong connection between the verifiability of quantum advantage and cryptographic and complexity primitives, including efficiently samplable, statistically far but computationally indistinguishable pairs of (mixed) quantum states ($\mathsf{EFI}$), pseudorandom states ($\mathsf{PRS}$), and variants of minimum circuit size problems ($\mathsf{MCSP}$). Specifically, we prove that a) a sampling-based quantum advantage is either verifiable or can be used to build $\mathsf{EFI}$ and even $\mathsf{PRS}$ and b) polynomial-time algorithms for a variant of $\mathsf{MCSP}$ would imply efficient verification of quantum advantages. Our work shows that the quest for verifiable quantum advantages may lead to applications of quantum cryptography, and the construction of quantum primitives can provide new insights into the verifiability of quantum advantages."
arxiv:2305.00794,morizumi2023approach,,2305.00794,An Approach to Circuit Lower Bounds via Bounded Width Circuits,Hiroki Morizumi,1,2023,arXiv,arXiv,other,0,circuit-complexity,1,cs.CC,candidate,,,arxiv,arxiv:circuit lower bound,0,2026-08-10,http://arxiv.org/abs/2305.00794v1,https://arxiv.org/pdf/2305.00794v1,"In this paper, we investigate an approach to circuit lower bounds via bounded width circuits. The approach consists of two steps: (i) We convert circuits to (deterministic or nondeterministic) bounded width circuits. (ii) We prove lower bounds for the bounded width circuits. For the second step, we prove that there is an explicit Boolean function $f$ as follows: If a nondeterministic circuit of size $s$ and width $w$ computes $f$, then $w = Ω(\frac{n^4}{4^{\frac{s}{n}}s^3}) - \frac{\log_2 s}{2}$. For the first step, we give some observations, which include a relation between conversions to bounded width circuits and a standard pebble game."
arxiv:2303.01016,atserias2023consistency,10.1142/s0219061324500235,2303.01016,On the Consistency of Circuit Lower Bounds for Non-Deterministic Time,Albert Atserias; Sam Buss; Moritz Müller,3,2023,Journal of Mathematical Logic,JML,other,0,circuit-complexity; proof-complexity,2,cs.CC; math.LO,candidate,,,arxiv; crossref,arxiv:circuit lower bound,0,2026-08-10,http://arxiv.org/abs/2303.01016v2,https://arxiv.org/pdf/2303.01016v2,"We prove the first unconditional consistency result for superpolynomial circuit lower bounds with a relatively strong theory of bounded arithmetic. Namely, we show that the theory V$^0_2$ is consistent with the conjecture that NEXP $\not\subseteq$ P/poly, i.e., some problem that is solvable in non-deterministic exponential time does not have polynomial size circuits. We suggest this is the best currently available evidence for the truth of the conjecture. The same techniques establish the same results with NEXP replaced by the class of problems that are decidable in non-deterministic barely superpolynomial time such as NTIME$(n^{O(\log\log\log n)})$. Additionally, we establish a magnification result on the hardness of proving circuit lower bounds."
arxiv:2311.04204,gamarnik2023sharp,,2311.04204,Sharp Thresholds Imply Circuit Lower Bounds: from random 2-SAT to Planted Clique,David Gamarnik; Elchanan Mossel; Ilias Zadik,3,2023,arXiv,arXiv,other,0,average-case; circuit-complexity,2,cs.CC; math.PR; math.ST,candidate,,,arxiv,arxiv:circuit lower bound,0,2026-08-10,http://arxiv.org/abs/2311.04204v3,https://arxiv.org/pdf/2311.04204v3,"We show that sharp thresholds for Boolean functions directly imply average-case circuit lower bounds. More formally we show that any Boolean function exhibiting a sharp enough threshold at \emph{arbitrary} critical density cannot be computed by Boolean circuits of bounded depth and polynomial size. We also prove a partial converse: if a monotone graph invariant Boolean function does not have a sharp threshold then it can be computed on average by a Boolean circuit of bounded depth and polynomial size. Our general result also implies new average-case bounded depth circuit lower bounds in a variety of settings. (a) ($k$-cliques) For $k=Θ(n)$, we prove that any circuit of depth $d$ deciding the presence of a size $k$ clique in a random graph requires exponential-in-$n^{Θ(1/d)}$ size. (b)(random 2-SAT) We prove that any circuit of depth $d$ deciding the satisfiability of a random 2-SAT formula requires exponential-in-$n^{Θ(1/d)}$ size. To the best of our knowledge, this is the first bounded depth circuit lower bound for random $k$-SAT for any value of $k \geq 2.$ Our results also provide the first rigorous lower bound in agreement with a conjectured, but debated, ""computational hardness"" of random $k$-SAT around its satisfiability threshold. (c)(Statistical estimation -- planted $k$-clique) Over the recent years, multiple statistical estimation problems have also been proven to exhibit a ""statistical"" sharp threshold, called the All-or-Nothing (AoN) phenomenon. We show that AoN also implies circuit lower bounds for statistical problems. As a simple corollary of that, we prove that any circuit of depth $d$ that solves to information-theoretic optimality a ""dense"" variant of the celebrated planted $k$-clique problem requires exponential-in-$n^{Θ(1/d)}$ size."
arxiv:2311.12994,austrin2023sum,,2311.12994,Sum-of-Squares Lower Bounds for the Minimum Circuit Size Problem,Per Austrin; Kilian Risse,2,2023,arXiv,arXiv,other,0,circuit-complexity; meta-complexity,2,cs.CC,candidate,,,arxiv,arxiv:minimum circuit size problem,0,2026-08-10,http://arxiv.org/abs/2311.12994v1,https://arxiv.org/pdf/2311.12994v1,"We prove lower bounds for the Minimum Circuit Size Problem (MCSP) in the Sum-of-Squares (SoS) proof system. Our main result is that for every Boolean function $f: \{0,1\}^n \rightarrow \{0,1\}$, SoS requires degree $Ω(s^{1-ε})$ to prove that $f$ does not have circuits of size $s$ (for any $s > \mathrm{poly}(n)$). As a corollary we obtain that there are no low degree SoS proofs of the statement NP $\not \subseteq $ P/poly. We also show that for any $0 < α< 1$ there are Boolean functions with circuit complexity larger than $2^{n^α}$ but SoS requires size $2^{2^{Ω(n^α)}}$ to prove this. In addition we prove analogous results on the minimum \emph{monotone} circuit size for monotone Boolean slice functions. Our approach is quite general. Namely, we show that if a proof system $Q$ has strong enough constraint satisfaction problem lower bounds that only depend on good expansion of the constraint-variable incidence graph and, furthermore, $Q$ is expressive enough that variables can be substituted by local Boolean functions, then the MCSP problem is hard for $Q$."
arxiv:2310.17762,li2023symmetric,10.1145/3618260.3649615,2310.17762,"Symmetric Exponential Time Requires Near-Maximum Circuit Size: Simplified, Truly Uniform",Zeyong Li,1,2023,STOC '24: 56th Annual ACM Symposium on Theory of Computing,STOC,target,0,circuit-complexity; derandomization,2,cs.CC,included,near-maximum circuit size lower bound for symmetric exponential time; uniform derandomization,3,arxiv; crossref,arxiv:circuit lower bound,0,2026-08-10,http://arxiv.org/abs/2310.17762v2,https://arxiv.org/pdf/2310.17762v2,"In a recent breakthrough, Chen, Hirahara and Ren prove that $\mathsf{S_2E}/_1 \not\subset \mathsf{SIZE}[2^n/n]$ by giving a single-valued $\mathsf{FS_2P}$ algorithm for the Range Avoidance Problem ($\mathsf{Avoid}$) that works for infinitely many input size $n$. Building on their work, we present a simple single-valued $\mathsf{FS_2P}$ algorithm for $\mathsf{Avoid}$ that works for all input size $n$. As a result, we obtain the circuit lower bound $\mathsf{S_2E} \not\subset {i.o.}$-$\mathsf{SIZE}[2^n/n]$ and many other corollaries: 1. Almost-everywhere near-maximum circuit lower bound for $\mathsf{Σ_2E} \cap \mathsf{Π_2E}$ and $\mathsf{ZPE}^{\mathsf{NP}}$. 2. Pseudodeterministic $\mathsf{FZPP}^{\mathsf{NP}}$ constructions for: Ramsey graphs, rigid matrices, pseudorandom generators, two-source extractors, linear codes, hard truth tables, and $K^{poly}$-random strings."
doi:10.1145/3538391,,10.1145/3538391,,Beyond Natural Proofs: Hardness Magnification and Locality,Lijie Chen; Shuichi Hirahara; Igor Carboni Oliveira; Ján Pich; Ninad Rajgopal; Rahul Santhanam,6,2022,Journal of the ACM,JACM,target,11,circuit-complexity; meta-complexity,2,,candidate,,,crossref,snowball:forward:kabanets2020algorithms,1,2026-08-10,https://doi.org/10.1145/3538391,https://dl.acm.org/doi/pdf/10.1145/3538391,"Hardness magnification reduces major complexity separations (such as EXP ⊈ NC 1 ) to proving lower bounds for some natural problem Q against weak circuit models. Several recent works [ 11 , 13 , 14 , 40 , 42 , 43 , 46 ] have established results of this form. In the most intriguing cases, the required lower bound is known for problems that appear to be significantly easier than Q , while Q itself is susceptible to lower bounds, but these are not yet sufficient for magnification. In this work, we provide more examples of this phenomenon and investigate the prospects of proving new lower bounds using this approach. In particular, we consider the following essential questions associated with the hardness magnification program: – Does hardness magnification avoid the natural proofs barrier of Razborov and Rudich [ 51 ] ? – Can we adapt known lower-bound techniques to establish the desired lower bound for Q ? We establish that some instantiations of hardness magnification overcome the natural proofs barrier in the following sense: slightly superlinear-size circuit lower bounds for certain versions of the minimum circuit-size problem imply the non-existence of natural proofs. As the non-existence of natural proofs implies the non-existence of efficient learning algorithms, we show that certain magnification theorems not only imply strong worst-case circuit lower bounds but also rule out the existence of efficient learning algorithms. Hardness magnification might sidestep natural proofs, but we identify a source of difficulty when trying to adapt existing lower-bound techniques to prove strong lower bounds via magnification. This is captured by a locality barrier : existing magnification theorems unconditionally show that the problems Q considered above admit highly efficient circuits extended with small fan-in oracle gates, while lower-bound techniques against weak circuit models quite often easily extend to circuits containing such oracles. This explains why direct adaptations of certain lower bounds are unlikely to yield strong complexity separations via hardness magnification."
doi:10.46298/theoretics.24.3,chen2022constructive,10.46298/theoretics.24.3,2203.14379,Constructive Separations and Their Consequences,Lijie Chen; Ce Jin; Rahul Santhanam; Ryan Williams,4,2022,"TheoretiCS, Volume 3 (February 15, 2024) theoretics:9259",TheoretiCS,other,0,circuit-complexity; meta-complexity; query-complexity,3,cs.CC,included,constructive separations and their consequences for circuit lower bounds,2,arxiv,arxiv:minimum circuit size problem,0,2026-08-10,http://arxiv.org/abs/2203.14379v5,https://arxiv.org/pdf/2203.14379v5,"For a complexity class $C$ and language $L$, a constructive separation of $L \notin C$ gives an efficient algorithm (also called a refuter) to find counterexamples (bad inputs) for every $C$-algorithm attempting to decide $L$. We study the questions: Which lower bounds can be made constructive? What are the consequences of constructive separations? We build a case that ""constructiveness"" serves as a dividing line between many weak lower bounds we know how to prove, and strong lower bounds against $P$, $ZPP$, and $BPP$. Put another way, constructiveness is the opposite of a complexity barrier: it is a property we want lower bounds to have. Our results fall into three broad categories. 1. Our first set of results shows that, for many well-known lower bounds against streaming algorithms, one-tape Turing machines, and query complexity, as well as lower bounds for the Minimum Circuit Size Problem, making these lower bounds constructive would imply breakthrough separations ranging from $EXP \neq BPP$ to even $P \neq NP$. 2. Our second set of results shows that for most major open problems in lower bounds against $P$, $ZPP$, and $BPP$, including $P \neq NP$, $P \neq PSPACE$, $P \neq PP$, $ZPP \neq EXP$, and $BPP \neq NEXP$, any proof of the separation would further imply a constructive separation. Our results generalize earlier results for $P \neq NP$ [Gutfreund, Shaltiel, and Ta-Shma, CCC 2005] and $BPP \neq NEXP$ [Dolev, Fandina and Gutfreund, CIAC 2013]. 3. Our third set of results shows that certain complexity separations cannot be made constructive. We observe that for all super-polynomially growing functions $t$, there are no constructive separations for detecting high $t$-time Kolmogorov complexity (a task which is known to be not in $P$) from any complexity class, unconditionally."
doi:10.1109/focs52979.2021.00019,,10.1109/focs52979.2021.00019,,Fooling Constant-Depth Threshold Circuits (Extended Abstract),Pooya Hatami; William M. Hoza; Avishay Tal; Roei Tell,4,2022,2021 IEEE 62nd Annual Symposium on Foundations of Computer Science (FOCS),FOCS,target,4,circuit-complexity,1,,candidate,,,crossref,snowball:forward:kabanets2020algorithms,1,2026-08-10,https://doi.org/10.1109/focs52979.2021.00019,,
